@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
197,3,499,301,0.62375,0.985,0.283046,0.985,0.716954,0.439732,0.696,1.41523,0.012688
197,3,498,302,0.6225,0.985,0.283453,0.985,0.716547,0.440223,0.695,1.417266,0.012706
197,3,497,303,0.62125,0.985,0.283862,0.985,0.716138,0.440716,0.694,1.419308,0.012716
197,3,496,304,0.62,0.985,0.284271,0.985,0.715729,0.441209,0.693,1.421356,0.012927
197,3,494,306,0.6175,0.985,0.285094,0.985,0.714906,0.4422,0.691,1.42547,0.012938
197,3,493,307,0.61625,0.985,0.285507,0.985,0.714493,0.442697,0.69,1.427536,0.012999
197,3,492,308,0.615,0.985,0.285922,0.985,0.714078,0.443195,0.689,1.429608,0.013029
197,3,491,309,0.61375,0.985,0.286337,0.985,0.713663,0.443694,0.688,1.431686,0.013075
197,3,490,310,0.6125,0.985,0.286754,0.985,0.713246,0.444194,0.687,1.43377,0.013107
197,3,489,311,0.61125,0.985,0.287172,0.985,0.712828,0.444695,0.686,1.43586,0.013114
197,3,488,312,0.61,0.985,0.287591,0.985,0.712409,0.445198,0.685,1.437956,0.013128
197,3,487,313,0.60875,0.985,0.288012,0.985,0.711988,0.445701,0.684,1.440058,0.013132
197,3,486,314,0.6075,0.985,0.288433,0.985,0.711567,0.446206,0.683,1.442167,0.013273
197,3,485,315,0.60625,0.985,0.288856,0.985,0.711144,0.446712,0.682,1.444282,0.013401
197,3,484,316,0.605,0.985,0.28928,0.985,0.71072,0.447219,0.681,1.446402,0.01345
197,3,483,317,0.60375,0.985,0.289706,0.985,0.710294,0.447727,0.68,1.448529,0.013599
197,3,482,318,0.6025,0.985,0.290133,0.985,0.709867,0.448237,0.679,1.450663,0.013729
197,3,481,319,0.60125,0.985,0.29056,0.985,0.70944,0.448747,0.678,1.452802,0.013736
197,3,480,320,0.6,0.985,0.29099,0.985,0.70901,0.449259,0.677,1.454948,0.013746
197,3,479,321,0.59875,0.985,0.29142,0.985,0.70858,0.449772,0.676,1.457101,0.013775
197,3,478,322,0.5975,0.985,0.291852,0.985,0.708148,0.450286,0.675,1.459259,0.014014
197,3,477,323,0.59625,0.985,0.292285,0.985,0.707715,0.450801,0.674,1.461424,0.014462
197,3,476,324,0.595,0.985,0.292719,0.985,0.707281,0.451317,0.673,1.463596,0.014591
197,3,475,325,0.59375,0.985,0.293155,0.985,0.706845,0.451835,0.672,1.465774,0.014598
197,3,474,326,0.5925,0.985,0.293592,0.985,0.706408,0.452354,0.671,1.467958,0.014835
197,3,473,327,0.59125,0.985,0.29403,0.985,0.70597,0.452874,0.67,1.470149,0.015075
197,3,472,328,0.59,0.985,0.294469,0.985,0.705531,0.453395,0.669,1.472347,0.015157
197,3,471,329,0.58875,0.985,0.29491,0.985,0.70509,0.453917,0.668,1.474551,0.015202
197,3,470,330,0.5875,0.985,0.295352,0.985,0.704648,0.454441,0.667,1.476762,0.015225
197,3,469,331,0.58625,0.985,0.295796,0.985,0.704204,0.454965,0.666,1.478979,0.015313
197,3,468,332,0.585,0.985,0.296241,0.985,0.703759,0.455491,0.665,1.481203,0.015377
197,3,467,333,0.58375,0.985,0.296687,0.985,0.703313,0.456019,0.664,1.483434,0.015403
197,3,466,334,0.5825,0.985,0.297134,0.985,0.702866,0.456547,0.663,1.485671,0.015414
196,4,465,335,0.58125,0.98,0.29652,0.98,0.70348,0.455285,0.661,1.482602,0.015497
196,4,464,336,0.58,0.98,0.29697,0.98,0.70303,0.455814,0.66,1.484848,0.015517
196,4,463,337,0.57875,0.98,0.29742,0.98,0.70258,0.456345,0.659,1.487102,0.015542
196,4,462,338,0.5775,0.98,0.297872,0.98,0.702128,0.456876,0.658,1.489362,0.015598
196,4,461,339,0.57625,0.98,0.298326,0.98,0.701674,0.45741,0.657,1.491629,0.015605
196,4,460,340,0.575,0.98,0.29878,0.98,0.70122,0.457944,0.656,1.493902,0.015607
196,4,459,341,0.57375,0.98,0.299237,0.98,0.700763,0.45848,0.655,1.496183,0.015702
196,4,458,342,0.5725,0.98,0.299694,0.98,0.700306,0.459016,0.654,1.498471,0.015806
196,4,457,343,0.57125,0.98,0.300153,0.98,0.699847,0.459555,0.653,1.500766,0.015839
196,4,456,344,0.57,0.98,0.300613,0.98,0.699387,0.460094,0.652,1.503067,0.015858
196,4,455,345,0.56875,0.98,0.301075,0.98,0.698925,0.460635,0.651,1.505376,0.016151
196,4,454,346,0.5675,0.98,0.301538,0.98,0.698462,0.461176,0.65,1.507692,0.016533
196,4,453,347,0.56625,0.98,0.302003,0.98,0.697997,0.46172,0.649,1.510015,0.016533
196,4,452,348,0.565,0.98,0.302469,0.98,0.697531,0.462264,0.648,1.512346,0.016662
196,4,451,349,0.56375,0.98,0.302937,0.98,0.697063,0.46281,0.647,1.514683,0.01671
196,4,450,350,0.5625,0.98,0.303406,0.98,0.696594,0.463357,0.646,1.517028,0.017031
196,4,449,351,0.56125,0.98,0.303876,0.98,0.696124,0.463905,0.645,1.51938,0.017116
196,4,448,352,0.56,0.98,0.304348,0.98,0.695652,0.464455,0.644,1.521739,0.017151
196,4,447,353,0.55875,0.98,0.304821,0.98,0.695179,0.465006,0.643,1.524106,0.017221
196,4,446,354,0.5575,0.98,0.305296,0.98,0.694704,0.465558,0.642,1.52648,0.017225
196,4,445,355,0.55625,0.98,0.305772,0.98,0.694228,0.466112,0.641,1.528861,0.01778
196,4,444,356,0.555,0.98,0.30625,0.98,0.69375,0.466667,0.64,1.53125,0.017782
196,4,443,357,0.55375,0.98,0.306729,0.98,0.693271,0.467223,0.639,1.533646,0.018059
196,4,442,358,0.5525,0.98,0.30721,0.98,0.69279,0.46778,0.638,1.53605,0.018065
196,4,441,359,0.55125,0.98,0.307692,0.98,0.692308,0.468339,0.637,1.538462,0.018134
196,4,440,360,0.55,0.98,0.308176,0.98,0.691824,0.4689,0.636,1.540881,0.018263
196,4,439,361,0.54875,0.98,0.308661,0.98,0.691339,0.469461,0.635,1.543307,0.018343
196,4,438,362,0.5475,0.98,0.309148,0.98,0.690852,0.470024,0.634,1.545741,0.018435
196,4,437,363,0.54625,0.98,0.309637,0.98,0.690363,0.470588,0.633,1.548183,0.018464
196,4,436,364,0.545,0.98,0.310127,0.98,0.689873,0.471154,0.632,1.550633,0.018533
196,4,435,365,0.54375,0.98,0.310618,0.98,0.689382,0.471721,0.631,1.55309,0.018536
196,4,434,366,0.5425,0.98,0.311111,0.98,0.688889,0.472289,0.63,1.555556,0.018646
196,4,433,367,0.54125,0.98,0.311606,0.98,0.688394,0.472859,0.629,1.558029,0.018875
196,4,432,368,0.54,0.98,0.312102,0.98,0.687898,0.47343,0.628,1.56051,0.018881
196,4,431,369,0.53875,0.98,0.3126,0.98,0.6874,0.474002,0.627,1.562998,0.018913
196,4,430,370,0.5375,0.98,0.313099,0.98,0.686901,0.474576,0.626,1.565495,0.018967
196,4,429,371,0.53625,0.98,0.3136,0.98,0.6864,0.475152,0.625,1.568,0.01905
196,4,428,372,0.535,0.98,0.314103,0.98,0.685897,0.475728,0.624,1.570513,0.019243
196,4,427,373,0.53375,0.98,0.314607,0.98,0.685393,0.476306,0.623,1.573034,0.019381
196,4,426,374,0.5325,0.98,0.315113,0.98,0.684887,0.476886,0.622,1.575563,0.019391
196,4,425,375,0.53125,0.98,0.31562,0.98,0.68438,0.477467,0.621,1.5781,0.019493
196,4,424,376,0.53,0.98,0.316129,0.98,0.683871,0.478049,0.62,1.580645,0.019658
196,4,423,377,0.52875,0.98,0.31664,0.98,0.68336,0.478632,0.619,1.583199,0.019689
196,4,422,378,0.5275,0.98,0.317152,0.98,0.682848,0.479218,0.618,1.585761,0.020128
196,4,421,379,0.52625,0.98,0.317666,0.98,0.682334,0.479804,0.617,1.588331,0.020186
196,4,420,380,0.525,0.98,0.318182,0.98,0.681818,0.480392,0.616,1.590909,0.020406
196,4,419,381,0.52375,0.98,0.318699,0.98,0.681301,0.480982,0.615,1.593496,0.020442
196,4,418,382,0.5225,0.98,0.319218,0.98,0.680782,0.481572,0.614,1.596091,0.020702
196,4,417,383,0.52125,0.98,0.319739,0.98,0.680261,0.482165,0.613,1.598695,0.020809
196,4,416,384,0.52,0.98,0.320261,0.98,0.679739,0.482759,0.612,1.601307,0.020908
196,4,415,385,0.51875,0.98,0.320786,0.98,0.679214,0.483354,0.611,1.603928,0.021114
196,4,414,386,0.5175,0.98,0.321311,0.98,0.678689,0.483951,0.61,1.606557,0.021115
196,4,413,387,0.51625,0.98,0.321839,0.98,0.678161,0.484549,0.609,1.609195,0.021284
196,4,412,388,0.515,0.98,0.322368,0.98,0.677632,0.485149,0.608,1.611842,0.021454
196,4,411,389,0.51375,0.98,0.3229,0.98,0.6771,0.48575,0.607,1.614498,0.02171
196,4,410,390,0.5125,0.98,0.323432,0.98,0.676568,0.486352,0.606,1.617162,0.021903
195,5,410,390,0.5125,0.975,0.322314,0.975,0.677686,0.484472,0.605,1.61157,0.022086
195,5,409,391,0.51125,0.975,0.322848,0.975,0.677152,0.485075,0.604,1.614238,0.02221
195,5,408,392,0.51,0.975,0.323383,0.975,0.676617,0.485679,0.603,1.616915,0.022353
195,5,407,393,0.50875,0.975,0.32392,0.975,0.67608,0.486284,0.602,1.619601,0.022362
195,5,406,394,0.5075,0.975,0.324459,0.975,0.675541,0.486891,0.601,1.622296,0.022399
195,5,405,395,0.50625,0.975,0.325,0.975,0.675,0.4875,0.6,1.625,0.022591
195,5,404,396,0.505,0.975,0.325543,0.975,0.674457,0.48811,0.599,1.627713,0.022864
195,5,403,397,0.50375,0.975,0.326087,0.975,0.673913,0.488722,0.598,1.630435,0.022951
195,5,402,398,0.5025,0.975,0.326633,0.975,0.673367,0.489335,0.597,1.633166,0.023138
195,5,401,399,0.50125,0.975,0.327181,0.975,0.672819,0.48995,0.596,1.635906,0.023352
195,5,400,400,0.5,0.975,0.327731,0.975,0.672269,0.490566,0.595,1.638655,0.023763
195,5,399,401,0.49875,0.975,0.328283,0.975,0.671717,0.491184,0.594,1.641414,0.023764
195,5,398,402,0.4975,0.975,0.328836,0.975,0.671164,0.491803,0.593,1.644182,0.023969
195,5,397,403,0.49625,0.975,0.329392,0.975,0.670608,0.492424,0.592,1.646959,0.024068
195,5,396,404,0.495,0.975,0.329949,0.975,0.670051,0.493047,0.591,1.649746,0.024075
195,5,395,405,0.49375,0.975,0.330508,0.975,0.669492,0.493671,0.59,1.652542,0.024224
195,5,394,406,0.4925,0.975,0.33107,0.975,0.66893,0.494297,0.589,1.655348,0.024347
195,5,393,407,0.49125,0.975,0.331633,0.975,0.668367,0.494924,0.588,1.658163,0.024437
195,5,392,408,0.49,0.975,0.332198,0.975,0.667802,0.495553,0.587,1.660988,0.02476
195,5,391,409,0.48875,0.975,0.332765,0.975,0.667235,0.496183,0.586,1.663823,0.02495
195,5,390,410,0.4875,0.975,0.333333,0.975,0.666667,0.496815,0.585,1.666667,0.02512
195,5,389,411,0.48625,0.975,0.333904,0.975,0.666096,0.497449,0.584,1.669521,0.02541
195,5,388,412,0.485,0.975,0.334477,0.975,0.665523,0.498084,0.583,1.672384,0.025686
195,5,387,413,0.48375,0.975,0.335052,0.975,0.664948,0.498721,0.582,1.675258,0.025862
195,5,386,414,0.4825,0.975,0.335628,0.975,0.664372,0.49936,0.581,1.678141,0.025891
195,5,385,415,0.48125,0.975,0.336207,0.975,0.663793,0.5,0.58,1.681034,0.025993
194,6,385,415,0.48125,0.97,0.33506,0.97,0.66494,0.498074,0.579,1.675302,0.026025
194,6,384,416,0.48,0.97,0.33564,0.97,0.66436,0.498715,0.578,1.678201,0.026219
194,6,383,417,0.47875,0.97,0.336222,0.97,0.663778,0.499356,0.577,1.681109,0.026266
194,6,382,418,0.4775,0.97,0.336806,0.97,0.663194,0.5,0.576,1.684028,0.026411
194,6,381,419,0.47625,0.97,0.337391,0.97,0.662609,0.500645,0.575,1.686957,0.026427
194,6,380,420,0.475,0.97,0.337979,0.97,0.662021,0.501292,0.574,1.689895,0.026776
194,6,379,421,0.47375,0.97,0.338569,0.97,0.661431,0.50194,0.573,1.692845,0.026874
194,6,378,422,0.4725,0.97,0.339161,0.97,0.660839,0.502591,0.572,1.695804,0.026903
194,6,377,423,0.47125,0.97,0.339755,0.97,0.660245,0.503243,0.571,1.698774,0.027386
194,6,376,424,0.47,0.97,0.340351,0.97,0.659649,0.503896,0.57,1.701754,0.027498
194,6,375,425,0.46875,0.97,0.340949,0.97,0.659051,0.504551,0.569,1.704745,0.027825
194,6,374,426,0.4675,0.97,0.341549,0.97,0.658451,0.505208,0.568,1.707746,0.027881
194,6,373,427,0.46625,0.97,0.342152,0.97,0.657848,0.505867,0.567,1.710758,0.027895
194,6,372,428,0.465,0.97,0.342756,0.97,0.657244,0.506527,0.566,1.713781,0.02829
194,6,371,429,0.46375,0.97,0.343363,0.97,0.656637,0.50719,0.565,1.716814,0.028331
194,6,370,430,0.4625,0.97,0.343972,0.97,0.656028,0.507853,0.564,1.719858,0.028466
194,6,369,431,0.46125,0.97,0.344583,0.97,0.655417,0.508519,0.563,1.722913,0.02896
194,6,368,432,0.46,0.97,0.345196,0.97,0.654804,0.509186,0.562,1.725979,0.029189
194,6,367,433,0.45875,0.97,0.345811,0.97,0.654189,0.509855,0.561,1.729055,0.029212
194,6,366,434,0.4575,0.97,0.346429,0.97,0.653571,0.510526,0.56,1.732143,0.029442
194,6,365,435,0.45625,0.97,0.347048,0.97,0.652952,0.511199,0.559,1.735242,0.029498
194,6,364,436,0.455,0.97,0.34767,0.97,0.65233,0.511873,0.558,1.738351,0.029699
194,6,363,437,0.45375,0.97,0.348294,0.97,0.651706,0.51255,0.557,1.741472,0.029702
194,6,361,439,0.45125,0.97,0.34955,0.97,0.65045,0.513907,0.555,1.747748,0.02999
194,6,360,440,0.45,0.97,0.350181,0.97,0.649819,0.514589,0.554,1.750903,0.030121
194,6,359,441,0.44875,0.97,0.350814,0.97,0.649186,0.515272,0.553,1.754069,0.03024
194,6,358,442,0.4475,0.97,0.351449,0.97,0.648551,0.515957,0.552,1.757246,0.030332
194,6,357,443,0.44625,0.97,0.352087,0.97,0.647913,0.516644,0.551,1.760436,0.031815
194,6,356,444,0.445,0.97,0.352727,0.97,0.647273,0.517333,0.55,1.763636,0.032406
194,6,355,445,0.44375,0.97,0.35337,0.97,0.64663,0.518024,0.549,1.766849,0.033075
194,6,354,446,0.4425,0.97,0.354015,0.97,0.645985,0.518717,0.548,1.770073,0.033327
194,6,353,447,0.44125,0.97,0.354662,0.97,0.645338,0.519411,0.547,1.773309,0.033483
194,6,351,449,0.43875,0.97,0.355963,0.97,0.644037,0.520805,0.545,1.779817,0.033745
194,6,350,450,0.4375,0.97,0.356618,0.97,0.643382,0.521505,0.544,1.783088,0.034253
194,6,349,451,0.43625,0.97,0.357274,0.97,0.642726,0.522207,0.543,1.786372,0.034395
194,6,348,452,0.435,0.97,0.357934,0.97,0.642066,0.522911,0.542,1.789668,0.034488
194,6,347,453,0.43375,0.97,0.358595,0.97,0.641405,0.523617,0.541,1.792976,0.03508
194,6,346,454,0.4325,0.97,0.359259,0.97,0.640741,0.524324,0.54,1.796296,0.035124
194,6,345,455,0.43125,0.97,0.359926,0.97,0.640074,0.525034,0.539,1.799629,0.035239
194,6,344,456,0.43,0.97,0.360595,0.97,0.639405,0.525745,0.538,1.802974,0.03531
194,6,343,457,0.42875,0.97,0.361266,0.97,0.638734,0.526459,0.537,1.806331,0.035734
194,6,342,458,0.4275,0.97,0.36194,0.97,0.63806,0.527174,0.536,1.809701,0.036372
194,6,341,459,0.42625,0.97,0.362617,0.97,0.637383,0.527891,0.535,1.813084,0.037658
194,6,340,460,0.425,0.97,0.363296,0.97,0.636704,0.52861,0.534,1.816479,0.037727
194,6,339,461,0.42375,0.97,0.363977,0.97,0.636023,0.529332,0.533,1.819887,0.03794
194,6,338,462,0.4225,0.97,0.364662,0.97,0.635338,0.530055,0.532,1.823308,0.037946
194,6,337,463,0.42125,0.97,0.365348,0.97,0.634652,0.53078,0.531,1.826742,0.038279
194,6,336,464,0.42,0.97,0.366038,0.97,0.633962,0.531507,0.53,1.830189,0.038416
194,6,335,465,0.41875,0.97,0.36673,0.97,0.63327,0.532236,0.529,1.833648,0.0385
194,6,334,466,0.4175,0.97,0.367424,0.97,0.632576,0.532967,0.528,1.837121,0.038566
194,6,333,467,0.41625,0.97,0.368121,0.97,0.631879,0.5337,0.527,1.840607,0.038714
194,6,332,468,0.415,0.97,0.368821,0.97,0.631179,0.534435,0.526,1.844106,0.039179
194,6,331,469,0.41375,0.97,0.369524,0.97,0.630476,0.535172,0.525,1.847619,0.039248
194,6,330,470,0.4125,0.97,0.370229,0.97,0.629771,0.535912,0.524,1.851145,0.039257
194,6,329,471,0.41125,0.97,0.370937,0.97,0.629063,0.536653,0.523,1.854685,0.039477
194,6,328,472,0.41,0.97,0.371648,0.97,0.628352,0.537396,0.522,1.858238,0.039489
194,6,327,473,0.40875,0.97,0.372361,0.97,0.627639,0.538141,0.521,1.861804,0.040032
194,6,326,474,0.4075,0.97,0.373077,0.97,0.626923,0.538889,0.52,1.865385,0.040072
194,6,325,475,0.40625,0.97,0.373796,0.97,0.626204,0.539638,0.519,1.868979,0.040166
194,6,324,476,0.405,0.97,0.374517,0.97,0.625483,0.54039,0.518,1.872587,0.040354
194,6,323,477,0.40375,0.97,0.375242,0.97,0.624758,0.541144,0.517,1.876209,0.040506
194,6,322,478,0.4025,0.97,0.375969,0.97,0.624031,0.541899,0.516,1.879845,0.040534
194,6,321,479,0.40125,0.97,0.376699,0.97,0.623301,0.542657,0.515,1.883495,0.040807
194,6,320,480,0.4,0.97,0.377432,0.97,0.622568,0.543417,0.514,1.88716,0.040855
194,6,319,481,0.39875,0.97,0.378168,0.97,0.621832,0.54418,0.513,1.890838,0.042065
194,6,318,482,0.3975,0.97,0.378906,0.97,0.621094,0.544944,0.512,1.894531,0.042232
194,6,317,483,0.39625,0.97,0.379648,0.97,0.620352,0.54571,0.511,1.898239,0.043001
194,6,316,484,0.395,0.97,0.380392,0.97,0.619608,0.546479,0.51,1.901961,0.043148
194,6,315,485,0.39375,0.97,0.381139,0.97,0.618861,0.54725,0.509,1.905697,0.043482
194,6,314,486,0.3925,0.97,0.38189,0.97,0.61811,0.548023,0.508,1.909449,0.04349
194,6,313,487,0.39125,0.97,0.382643,0.97,0.617357,0.548798,0.507,1.913215,0.044007
194,6,312,488,0.39,0.97,0.383399,0.97,0.616601,0.549575,0.506,1.916996,0.044244
194,6,311,489,0.38875,0.97,0.384158,0.97,0.615842,0.550355,0.505,1.920792,0.044631
194,6,310,490,0.3875,0.97,0.384921,0.97,0.615079,0.551136,0.504,1.924603,0.044724
194,6,309,491,0.38625,0.97,0.385686,0.97,0.614314,0.55192,0.503,1.928429,0.045664
194,6,308,492,0.385,0.97,0.386454,0.97,0.613546,0.552707,0.502,1.932271,0.045853
194,6,307,493,0.38375,0.97,0.387226,0.97,0.612774,0.553495,0.501,1.936128,0.046248
194,6,306,494,0.3825,0.97,0.388,0.97,0.612,0.554286,0.5,1.94,0.046783
194,6,305,495,0.38125,0.97,0.388778,0.97,0.611222,0.555079,0.499,1.943888,0.046869
194,6,304,496,0.38,0.97,0.389558,0.97,0.610442,0.555874,0.498,1.947791,0.047367
194,6,302,498,0.3775,0.97,0.391129,0.97,0.608871,0.557471,0.496,1.955645,0.047418
194,6,301,499,0.37625,0.97,0.391919,0.97,0.608081,0.558273,0.495,1.959596,0.04788
194,6,300,500,0.375,0.97,0.392713,0.97,0.607287,0.559078,0.494,1.963563,0.048338
193,7,300,500,0.375,0.965,0.391481,0.965,0.608519,0.556999,0.493,1.957404,0.0491
193,7,299,501,0.37375,0.965,0.392276,0.965,0.607724,0.557803,0.492,1.961382,0.049348
193,7,298,502,0.3725,0.965,0.393075,0.965,0.606925,0.558611,0.491,1.965377,0.050254
193,7,297,503,0.37125,0.965,0.393878,0.965,0.606122,0.55942,0.49,1.969388,0.051436
193,7,296,504,0.37,0.965,0.394683,0.965,0.605317,0.560232,0.489,1.973415,0.052119
193,7,295,505,0.36875,0.965,0.395492,0.965,0.604508,0.561047,0.488,1.977459,0.052458
193,7,294,506,0.3675,0.965,0.396304,0.965,0.603696,0.561863,0.487,1.98152,0.052472
193,7,293,507,0.36625,0.965,0.397119,0.965,0.602881,0.562682,0.486,1.985597,0.052556
193,7,292,508,0.365,0.965,0.397938,0.965,0.602062,0.563504,0.485,1.989691,0.052646
193,7,291,509,0.36375,0.965,0.39876,0.965,0.60124,0.564327,0.484,1.993802,0.053846
193,7,290,510,0.3625,0.965,0.399586,0.965,0.600414,0.565154,0.483,1.99793,0.054308
193,7,289,511,0.36125,0.965,0.400415,0.965,0.599585,0.565982,0.482,2.002075,0.054522
193,7,288,512,0.36,0.965,0.401247,0.965,0.598753,0.566814,0.481,2.006237,0.054575
193,7,287,513,0.35875,0.965,0.402083,0.965,0.597917,0.567647,0.48,2.010417,0.054811
193,7,286,514,0.3575,0.965,0.402923,0.965,0.597077,0.568483,0.479,2.014614,0.05559
193,7,285,515,0.35625,0.965,0.403766,0.965,0.596234,0.569322,0.478,2.018828,0.055599
193,7,284,516,0.355,0.965,0.404612,0.965,0.595388,0.570162,0.477,2.023061,0.055617
193,7,283,517,0.35375,0.965,0.405462,0.965,0.594538,0.571006,0.476,2.027311,0.055835
193,7,282,518,0.3525,0.965,0.406316,0.965,0.593684,0.571852,0.475,2.031579,0.055916
193,7,281,519,0.35125,0.965,0.407173,0.965,0.592827,0.5727,0.474,2.035865,0.056635
193,7,280,520,0.35,0.965,0.408034,0.965,0.591966,0.573551,0.473,2.040169,0.056874
193,7,279,521,0.34875,0.965,0.408898,0.965,0.591102,0.574405,0.472,2.044492,0.056976
193,7,278,522,0.3475,0.965,0.409766,0.965,0.590234,0.575261,0.471,2.048832,0.058108
193,7,277,523,0.34625,0.965,0.410638,0.965,0.589362,0.576119,0.47,2.053191,0.058951
193,7,276,524,0.345,0.965,0.411514,0.965,0.588486,0.576981,0.469,2.057569,0.059224
193,7,275,525,0.34375,0.965,0.412393,0.965,0.587607,0.577844,0.468,2.061966,0.059687
193,7,274,526,0.3425,0.965,0.413276,0.965,0.586724,0.578711,0.467,2.066381,0.059932
193,7,273,527,0.34125,0.965,0.414163,0.965,0.585837,0.57958,0.466,2.070815,0.060307
193,7,272,528,0.34,0.965,0.415054,0.965,0.584946,0.580451,0.465,2.075269,0.060475
193,7,271,529,0.33875,0.965,0.415948,0.965,0.584052,0.581325,0.464,2.079741,0.061103
193,7,270,530,0.3375,0.965,0.416847,0.965,0.583153,0.582202,0.463,2.084233,0.061156
193,7,269,531,0.33625,0.965,0.417749,0.965,0.582251,0.583082,0.462,2.088745,0.061171
193,7,268,532,0.335,0.965,0.418655,0.965,0.581345,0.583964,0.461,2.093275,0.06195
193,7,267,533,0.33375,0.965,0.419565,0.965,0.580435,0.584848,0.46,2.097826,0.06195
193,7,266,534,0.3325,0.965,0.420479,0.965,0.579521,0.585736,0.459,2.102397,0.062365
193,7,265,535,0.33125,0.965,0.421397,0.965,0.578603,0.586626,0.458,2.106987,0.062869
193,7,264,536,0.33,0.965,0.422319,0.965,0.577681,0.587519,0.457,2.111597,0.062947
193,7,263,537,0.32875,0.965,0.423246,0.965,0.576754,0.588415,0.456,2.116228,0.063609
193,7,262,538,0.3275,0.965,0.424176,0.965,0.575824,0.589313,0.455,2.120879,0.064397
193,7,261,539,0.32625,0.965,0.42511,0.965,0.57489,0.590214,0.454,2.125551,0.065111
193,7,260,540,0.325,0.965,0.426049,0.965,0.573951,0.591118,0.453,2.130243,0.065429
193,7,259,541,0.32375,0.965,0.426991,0.965,0.573009,0.592025,0.452,2.134956,0.066253
193,7,258,542,0.3225,0.965,0.427938,0.965,0.572062,0.592934,0.451,2.13969,0.066993
193,7,257,543,0.32125,0.965,0.428889,0.965,0.571111,0.593846,0.45,2.144444,0.067572
193,7,256,544,0.32,0.965,0.429844,0.965,0.570156,0.594761,0.449,2.14922,0.067628
193,7,255,545,0.31875,0.965,0.430804,0.965,0.569196,0.595679,0.448,2.154018,0.068658
193,7,254,546,0.3175,0.965,0.431767,0.965,0.568233,0.5966,0.447,2.158837,0.068801
193,7,253,547,0.31625,0.965,0.432735,0.965,0.567265,0.597523,0.446,2.163677,0.068944
193,7,252,548,0.315,0.965,0.433708,0.965,0.566292,0.59845,0.445,2.168539,0.069006
193,7,251,549,0.31375,0.965,0.434685,0.965,0.565315,0.599379,0.444,2.173423,0.069195
193,7,250,550,0.3125,0.965,0.435666,0.965,0.564334,0.600311,0.443,2.17833,0.069682
192,8,250,550,0.3125,0.96,0.434389,0.96,0.565611,0.598131,0.442,2.171946,0.070136
192,8,249,551,0.31125,0.96,0.435374,0.96,0.564626,0.599064,0.441,2.176871,0.070543
192,8,248,552,0.31,0.96,0.436364,0.96,0.563636,0.6,0.44,2.181818,0.071348
192,8,247,553,0.30875,0.96,0.437358,0.96,0.562642,0.600939,0.439,2.186788,0.071935
192,8,246,554,0.3075,0.96,0.438356,0.96,0.561644,0.601881,0.438,2.191781,0.072219
192,8,245,555,0.30625,0.96,0.439359,0.96,0.560641,0.602826,0.437,2.196796,0.072244
192,8,244,556,0.305,0.96,0.440367,0.96,0.559633,0.603774,0.436,2.201835,0.072509
192,8,243,557,0.30375,0.96,0.441379,0.96,0.558621,0.604724,0.435,2.206897,0.073243
192,8,242,558,0.3025,0.96,0.442396,0.96,0.557604,0.605678,0.434,2.211982,0.073387
191,9,242,558,0.3025,0.955,0.441109,0.955,0.558891,0.603476,0.433,2.205543,0.074357
191,9,241,559,0.30125,0.955,0.44213,0.955,0.55787,0.60443,0.432,2.210648,0.074812
191,9,240,560,0.3,0.955,0.443155,0.955,0.556845,0.605388,0.431,2.215777,0.074814
191,9,239,561,0.29875,0.955,0.444186,0.955,0.555814,0.606349,0.43,2.22093,0.074957
191,9,238,562,0.2975,0.955,0.445221,0.955,0.554779,0.607313,0.429,2.226107,0.075108
191,9,237,563,0.29625,0.955,0.446262,0.955,0.553738,0.60828,0.428,2.231308,0.075796
191,9,236,564,0.295,0.955,0.447307,0.955,0.552693,0.60925,0.427,2.236534,0.076003
191,9,235,565,0.29375,0.955,0.448357,0.955,0.551643,0.610224,0.426,2.241784,0.076004
191,9,234,566,0.2925,0.955,0.449412,0.955,0.550588,0.6112,0.425,2.247059,0.076394
191,9,233,567,0.29125,0.955,0.450472,0.955,0.549528,0.612179,0.424,2.252358,0.076524
191,9,232,568,0.29,0.955,0.451537,0.955,0.548463,0.613162,0.423,2.257683,0.077422
191,9,231,569,0.28875,0.955,0.452607,0.955,0.547393,0.614148,0.422,2.263033,0.077834
191,9,230,570,0.2875,0.955,0.453682,0.955,0.546318,0.615137,0.421,2.268409,0.079251
191,9,229,571,0.28625,0.955,0.454762,0.955,0.545238,0.616129,0.42,2.27381,0.079667
191,9,228,572,0.285,0.955,0.455847,0.955,0.544153,0.617124,0.419,2.279236,0.079779
191,9,227,573,0.28375,0.955,0.456938,0.955,0.543062,0.618123,0.418,2.284689,0.079917
191,9,226,574,0.2825,0.955,0.458034,0.955,0.541966,0.619125,0.417,2.290168,0.081129
191,9,225,575,0.28125,0.955,0.459135,0.955,0.540865,0.62013,0.416,2.295673,0.081527
191,9,224,576,0.28,0.955,0.460241,0.955,0.539759,0.621138,0.415,2.301205,0.081794
