@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
77,123,11,789,0.01375,0.385,0.875,0.385,0.125,0.534722,0.088,4.375,0.811951
76,124,11,789,0.01375,0.38,0.873563,0.38,0.126437,0.529617,0.087,4.367816,0.81252
75,125,11,789,0.01375,0.375,0.872093,0.375,0.127907,0.524476,0.086,4.360465,0.815292
74,126,11,789,0.01375,0.37,0.870588,0.37,0.129412,0.519298,0.085,4.352941,0.818392
73,127,11,789,0.01375,0.365,0.869048,0.365,0.130952,0.514085,0.084,4.345238,0.820361
73,127,10,790,0.0125,0.365,0.879518,0.365,0.120482,0.515901,0.083,4.39759,0.822471
72,128,10,790,0.0125,0.36,0.878049,0.36,0.121951,0.510638,0.082,4.390244,0.842449
71,129,10,790,0.0125,0.355,0.876543,0.355,0.123457,0.505338,0.081,4.382716,0.843378
70,130,10,790,0.0125,0.35,0.875,0.35,0.125,0.5,0.08,4.375,0.847334
69,131,10,790,0.0125,0.345,0.873418,0.345,0.126582,0.494624,0.079,4.367089,0.856135
68,132,10,790,0.0125,0.34,0.871795,0.34,0.128205,0.489209,0.078,4.358974,0.857054
67,133,10,790,0.0125,0.335,0.87013,0.335,0.12987,0.483755,0.077,4.350649,0.857343
66,134,10,790,0.0125,0.33,0.868421,0.33,0.131579,0.478261,0.076,4.342105,0.860238
65,135,10,790,0.0125,0.325,0.866667,0.325,0.133333,0.472727,0.075,4.333333,0.863603
64,136,10,790,0.0125,0.32,0.864865,0.32,0.135135,0.467153,0.074,4.324324,0.865443
63,137,10,790,0.0125,0.315,0.863014,0.315,0.136986,0.461538,0.073,4.315068,0.869837
62,138,10,790,0.0125,0.31,0.861111,0.31,0.138889,0.455882,0.072,4.305556,0.871021
62,138,9,791,0.01125,0.31,0.873239,0.31,0.126761,0.457565,0.071,4.366197,0.87231
61,139,9,791,0.01125,0.305,0.871429,0.305,0.128571,0.451852,0.07,4.357143,0.872506
60,140,9,791,0.01125,0.3,0.869565,0.3,0.130435,0.446097,0.069,4.347826,0.873085
59,141,9,791,0.01125,0.295,0.867647,0.295,0.132353,0.440299,0.068,4.338235,0.874067
59,141,8,792,0.01,0.295,0.880597,0.295,0.119403,0.441948,0.067,4.402985,0.874891
58,142,8,792,0.01,0.29,0.878788,0.29,0.121212,0.43609,0.066,4.393939,0.876765
57,143,8,792,0.01,0.285,0.876923,0.285,0.123077,0.430189,0.065,4.384615,0.877797
56,144,8,792,0.01,0.28,0.875,0.28,0.125,0.424242,0.064,4.375,0.877876
55,145,8,792,0.01,0.275,0.873016,0.275,0.126984,0.418251,0.063,4.365079,0.878136
54,146,8,792,0.01,0.27,0.870968,0.27,0.129032,0.412214,0.062,4.354839,0.878149
53,147,8,792,0.01,0.265,0.868852,0.265,0.131148,0.40613,0.061,4.344262,0.88556
52,148,8,792,0.01,0.26,0.866667,0.26,0.133333,0.4,0.06,4.333333,0.886785
51,149,8,792,0.01,0.255,0.864407,0.255,0.135593,0.393822,0.059,4.322034,0.889218
50,150,8,792,0.01,0.25,0.862069,0.25,0.137931,0.387597,0.058,4.310345,0.889676
49,151,8,792,0.01,0.245,0.859649,0.245,0.140351,0.381323,0.057,4.298246,0.894622
48,152,8,792,0.01,0.24,0.857143,0.24,0.142857,0.375,0.056,4.285714,0.895385
47,153,8,792,0.01,0.235,0.854545,0.235,0.145455,0.368627,0.055,4.272727,0.898092
46,154,8,792,0.01,0.23,0.851852,0.23,0.148148,0.362205,0.054,4.259259,0.899418
46,154,7,793,0.00875,0.23,0.867925,0.23,0.132075,0.363636,0.053,4.339623,0.902511
46,154,6,794,0.0075,0.23,0.884615,0.23,0.115385,0.365079,0.052,4.423077,0.903086
45,155,6,794,0.0075,0.225,0.882353,0.225,0.117647,0.358566,0.051,4.411765,0.903235
45,155,5,795,0.00625,0.225,0.9,0.225,0.1,0.36,0.05,4.5,0.90604
44,156,5,795,0.00625,0.22,0.897959,0.22,0.102041,0.353414,0.049,4.489796,0.906169
43,157,5,795,0.00625,0.215,0.895833,0.215,0.104167,0.346774,0.048,4.479167,0.90745
42,158,5,795,0.00625,0.21,0.893617,0.21,0.106383,0.340081,0.047,4.468085,0.908636
41,159,5,795,0.00625,0.205,0.891304,0.205,0.108696,0.333333,0.046,4.456522,0.908908
40,160,5,795,0.00625,0.2,0.888889,0.2,0.111111,0.326531,0.045,4.444444,0.911871
39,161,4,796,0.005,0.195,0.906977,0.195,0.093023,0.320988,0.043,4.534884,0.914081
38,162,4,796,0.005,0.19,0.904762,0.19,0.095238,0.31405,0.042,4.52381,0.915227
37,163,4,796,0.005,0.185,0.902439,0.185,0.097561,0.307054,0.041,4.512195,0.916714
36,164,4,796,0.005,0.18,0.9,0.18,0.1,0.3,0.04,4.5,0.916968
35,165,4,796,0.005,0.175,0.897436,0.175,0.102564,0.292887,0.039,4.487179,0.919222
34,166,4,796,0.005,0.17,0.894737,0.17,0.105263,0.285714,0.038,4.473684,0.921382
33,167,4,796,0.005,0.165,0.891892,0.165,0.108108,0.278481,0.037,4.459459,0.923153
31,169,4,796,0.005,0.155,0.885714,0.155,0.114286,0.26383,0.035,4.428571,0.923389
30,170,4,796,0.005,0.15,0.882353,0.15,0.117647,0.25641,0.034,4.411765,0.923795
29,171,4,796,0.005,0.145,0.878788,0.145,0.121212,0.248927,0.033,4.393939,0.92414
29,171,3,797,0.00375,0.145,0.90625,0.145,0.09375,0.25,0.032,4.53125,0.925578
28,172,3,797,0.00375,0.14,0.903226,0.14,0.096774,0.242424,0.031,4.516129,0.928705
27,173,3,797,0.00375,0.135,0.9,0.135,0.1,0.234783,0.03,4.5,0.931361
27,173,2,798,0.0025,0.135,0.931034,0.135,0.068966,0.235808,0.029,4.655172,0.932319
26,174,2,798,0.0025,0.13,0.928571,0.13,0.071429,0.22807,0.028,4.642857,0.932515
25,175,2,798,0.0025,0.125,0.925926,0.125,0.074074,0.220264,0.027,4.62963,0.933819
24,176,2,798,0.0025,0.12,0.923077,0.12,0.076923,0.212389,0.026,4.615385,0.933838
23,177,2,798,0.0025,0.115,0.92,0.115,0.08,0.204444,0.025,4.6,0.935271
22,178,2,798,0.0025,0.11,0.916667,0.11,0.083333,0.196429,0.024,4.583333,0.936093
21,179,2,798,0.0025,0.105,0.913043,0.105,0.086957,0.188341,0.023,4.565217,0.936784
20,180,2,798,0.0025,0.1,0.909091,0.1,0.090909,0.18018,0.022,4.545455,0.936911
19,181,2,798,0.0025,0.095,0.904762,0.095,0.095238,0.171946,0.021,4.52381,0.93712
18,182,2,798,0.0025,0.09,0.9,0.09,0.1,0.163636,0.02,4.5,0.938255
18,182,1,799,0.00125,0.09,0.947368,0.09,0.052632,0.164384,0.019,4.736842,0.941192
17,183,1,799,0.00125,0.085,0.944444,0.085,0.055556,0.155963,0.018,4.722222,0.945356
16,184,1,799,0.00125,0.08,0.941176,0.08,0.058824,0.147465,0.017,4.705882,0.948226
15,185,1,799,0.00125,0.075,0.9375,0.075,0.0625,0.138889,0.016,4.6875,0.949763
14,186,1,799,0.00125,0.07,0.933333,0.07,0.066667,0.130233,0.015,4.666667,0.95632
13,187,1,799,0.00125,0.065,0.928571,0.065,0.071429,0.121495,0.014,4.642857,0.962144
12,188,1,799,0.00125,0.06,0.923077,0.06,0.076923,0.112676,0.013,4.615385,0.962621
11,189,1,799,0.00125,0.055,0.916667,0.055,0.083333,0.103774,0.012,4.583333,0.964939
10,190,1,799,0.00125,0.05,0.909091,0.05,0.090909,0.094787,0.011,4.545455,0.968276
9,191,1,799,0.00125,0.045,0.9,0.045,0.1,0.085714,0.01,4.5,0.970371
8,192,1,799,0.00125,0.04,0.888889,0.04,0.111111,0.076555,0.009,4.444444,0.972166
7,193,1,799,0.00125,0.035,0.875,0.035,0.125,0.067308,0.008,4.375,0.97467
7,193,0,800,0,0.035,1,0.035,0,0.067633,0.007,5,0.982732
6,194,0,800,0,0.03,1,0.03,0,0.058252,0.006,5,0.985842
5,195,0,800,0,0.025,1,0.025,0,0.04878,0.005,5,0.986095
4,196,0,800,0,0.02,1,0.02,0,0.039216,0.004,?,0.989305
3,197,0,800,0,0.015,1,0.015,0,0.029557,0.003,?,0.990214
2,198,0,800,0,0.01,1,0.01,0,0.019802,0.002,?,0.992111
1,199,0,800,0,0.005,1,0.005,0,0.00995,0.001,?,0.992754
0,200,0,800,0,0,0,0,0,0,0,?,0.992764
